0.0,33.98,10.23
0.1,34.56,9.88
0.2,34.9,9.56
0.3,35.22,9.23
0.4,35.4,8.89
0.5,35.64,8.53
0.6,35.76,8.2
0.7,35.54,8.15
0.8,35.65,7.96
0.9,35.66,7.79
1.0,35.73,7.63
1.1,35.72,7.64
1.2,35.71,7.62
1.3,35.64,7.48
1.4,35.54,7.44
1.5,35.58,7.42
1.6,35.62,7.49
1.7,35.46,7.37
1.8,35.47,7.38
1.9,35.61,7.4
2.0,35.57,7.39
2.1,35.55,7.39
2.2,35.47,7.37
2.3,35.57,7.41
2.4,35.49,7.43
2.5,35.16,7.38
2.6,35.2,7.32
2.7,35.09,7.32
2.8,35.09,7.27
2.9,34.99,7.21
3.0,34.94,7.19
3.1,35.17,7.19
3.2,35.08,7.26
3.3,35.06,7.21
3.4,35.25,7.33
3.5,35.66,7.36
3.6,36.03,7.15
3.7,35.93,7.23
3.8,36.22,7.26
3.9,36.45,7.3
4.0,36.36,7.31
4.1,36.2,7.38
4.2,36.12,7.7
4.3,36.43,7.81
4.4,36.45,8.08
4.5,36.69,8.42
4.6,37.17,8.74
4.7,37.56,9.32
4.8,37.99,9.9
4.9,38.44,10.55
5.0,38.97,11.14
5.1,39.23,11.79
5.2,39.32,12.44
5.3,39.44,13.11
5.4,39.44,13.8
5.5,39.44,14.35
5.6,39.32,14.83
5.7,39.29,15.25
5.8,39.21,15.57
5.9,39.03,15.7
6.0,38.94,15.75
6.1,38.88,15.79
6.2,38.66,15.94
6.3,38.38,16.19
6.4,38.35,16.39
6.5,38.51,16.62
6.6,38.61,16.81
6.7,38.33,17.11
6.8,38.22,17.31
6.9,38.46,17.29
7.0,38.37,17.39
7.1,38.3,17.32
7.2,38.32,17.16
7.3,38.67,16.78
7.4,39.01,16.3
7.5,39.07,15.81
7.6,39.34,14.98
7.7,39.45,14.17
7.8,39.39,13.29
7.9,39.33,12.38
8.0,39.22,11.39
8.1,39.24,10.37
8.2,39.2,9.58
8.3,39.1,8.77
8.4,39.01,7.83
8.5,38.84,6.86
8.6,38.48,6.17
8.7,38.12,5.38
8.8,37.62,4.59
8.9,37.03,4.04
9.0,36.44,3.77
9.1,35.91,3.67
9.2,35.66,3.46
9.3,35.24,3.52
9.4,34.93,3.59
9.5,34.88,3.51
9.6,35.07,3.33
9.7,35.31,3.17
9.8,35.39,3.0
9.9,35.46,2.84
10.0,35.64,2.52
10.1,35.82,2.17
10.2,35.71,2.1
10.3,35.51,2.12
10.4,35.74,2.02
10.5,35.84,2.04
10.6,35.6,2.41
10.7,35.31,2.96
10.8,35.17,3.49
10.9,35.12,4.08
11.0,34.84,4.95
11.1,34.66,5.79
11.2,34.74,6.56
11.3,34.85,7.26
11.4,34.98,7.89
11.5,35.13,8.47
11.6,35.16,8.89
11.7,35.38,9.25
11.8,35.35,9.55
11.9,35.23,9.87
12.0,35.02,10.13
12.1,34.81,10.35
12.2,34.64,10.51
12.3,34.35,10.64
12.4,34.27,10.67
12.5,34.27,10.7
12.6,34.24,10.71
12.7,34.22,10.74
12.8,34.27,10.78
12.9,34.29,10.77
13.0,34.36,10.8
13.1,34.45,10.76
13.2,34.54,10.71
13.3,34.49,10.68
13.4,34.44,10.66
13.5,34.44,10.68
13.6,34.4,10.69
13.7,34.34,10.74
13.8,34.3,10.8
13.9,34.36,10.82
14.0,34.32,10.82
14.1,34.29,10.81
14.2,34.2,10.77
14.3,34.18,10.78
14.4,34.19,10.78
14.5,34.14,10.78
14.6,34.12,10.82
14.7,34.12,10.86
14.8,34.19,10.91
14.9,34.2,10.88
15.0,34.17,10.86
15.1,34.13,10.86
15.2,34.1,10.86
15.3,34.04,10.88
15.4,34.0,10.93
15.5,33.97,11.0
15.6,34.05,11.01
15.7,34.04,11.07
15.8,34.13,11.05
15.9,34.18,11.1
16.0,34.21,11.1
16.1,34.33,11.05
16.2,34.23,11.13
16.3,34.37,11.12
16.4,34.51,11.12
16.5,34.81,10.97
16.6,34.93,10.9
16.7,35.2,10.93
16.8,35.5,10.99
16.9,35.67,11.04
17.0,35.75,11.1
17.1,35.6,11.2
17.2,35.58,11.19
17.3,35.33,11.04
17.4,35.21,10.65
17.5,35.11,10.22
17.6,35.13,9.66
17.7,35.34,8.96
17.8,35.56,8.16
17.9,35.74,7.31
18.0,35.86,6.65
18.1,36.21,5.93
18.2,36.34,5.2
18.3,36.42,4.65
18.4,36.6,4.15
18.5,36.83,3.81
18.6,37.22,3.29
18.7,37.31,2.98
18.8,37.22,2.91
18.9,37.17,2.58
19.0,37.17,2.3
19.1,37.09,2.01
19.2,36.87,1.91
19.3,36.67,1.88
19.4,36.91,1.83
19.5,37.16,2.21
19.6,37.22,2.76
19.7,37.31,3.44
19.8,37.4,4.15
19.9,37.79,4.59
20.0,37.97,5.11
20.1,38.35,5.18
20.2,38.62,5.25
20.3,38.98,5.23
20.4,39.09,5.32
20.5,38.99,5.51
20.6,38.94,5.59
20.7,38.88,5.82
20.8,38.74,6.13
20.9,38.57,6.55
21.0,38.52,6.75
21.1,38.68,7.2
21.2,38.94,7.62
21.3,38.72,8.19
21.4,38.34,8.7
21.5,37.9,9.01
21.6,37.73,9.41
21.7,37.35,9.59
21.8,36.96,9.73
21.9,36.76,9.88
22.0,36.95,9.88
22.1,37.26,9.97
22.2,37.5,9.95
22.3,37.9,9.89
22.4,38.03,9.82
22.5,38.35,9.63
22.6,38.82,9.18
22.7,39.09,8.67
22.8,39.39,8.05
22.9,39.48,7.58
23.0,39.79,7.02
23.1,39.93,6.33
23.2,39.84,5.85
23.3,39.87,5.5
23.4,39.46,5.42
23.5,39.24,5.19
23.6,38.84,5.14
23.7,38.64,5.13
23.8,38.52,5.12
23.9,38.09,5.02
24.0,38.05,4.77
24.1,37.73,4.59
24.2,37.51,4.08
24.3,36.88,3.68
24.4,36.21,3.23
24.5,35.64,2.86
24.6,34.88,2.43
24.7,34.08,1.98
24.8,33.34,1.75
24.9,32.69,1.63
25.0,32.25,1.67
25.1,31.69,1.57
25.2,31.16,1.51
25.3,30.61,1.48
25.4,29.9,1.56
25.5,29.09,1.63
25.6,27.88,1.64
25.7,27.01,1.68
25.8,26.19,1.72
25.9,25.41,1.75
26.0,24.72,1.74
26.1,24.11,1.72
26.2,23.68,1.69
26.3,23.17,1.72
26.4,22.88,1.74
26.5,23.16,1.94
26.6,23.01,1.86
26.7,23.04,1.81
26.8,23.05,1.75
26.9,23.0,1.72
27.0,22.79,1.65
27.1,22.09,1.52
27.2,22.18,1.92
27.3,22.08,2.32
27.4,21.76,2.65
27.5,21.69,3.02
27.6,21.6,3.48
27.7,21.49,3.86
27.8,21.22,4.06
27.9,20.95,4.26
28.0,20.93,4.58
28.1,20.8,4.86
28.2,20.62,5.03
28.3,20.33,5.06
28.4,19.95,5.04
28.5,19.9,5.14
28.6,19.82,5.11
28.7,19.61,5.0
28.8,19.45,5.1
28.9,19.53,5.3
29.0,19.66,5.53
29.1,19.51,5.61
29.2,19.52,5.78
29.3,19.66,6.04
