0.0,30.94,10.21
0.1,31.03,9.97
0.2,31.47,9.75
0.3,31.89,9.4
0.4,32.19,9.11
0.5,32.53,8.83
0.6,33.11,8.71
0.7,33.35,8.56
0.8,33.27,8.4
0.9,33.32,8.38
1.0,33.5,8.35
1.1,33.59,8.39
1.2,33.27,8.24
1.3,33.3,8.23
1.4,33.3,8.27
1.5,33.35,8.23
1.6,33.23,8.24
1.7,33.16,8.23
1.8,33.14,8.25
1.9,33.1,8.25
2.0,33.04,8.25
2.1,33.02,8.25
2.2,32.99,8.23
2.3,33.0,8.17
2.4,33.13,8.19
2.5,33.23,8.24
2.6,33.42,8.27
2.7,33.61,8.34
2.8,33.69,8.35
2.9,33.73,8.33
3.0,33.82,8.26
3.1,33.91,8.15
3.2,33.87,8.04
3.3,33.82,7.84
3.4,34.05,7.61
3.5,34.29,7.38
3.6,34.34,7.03
3.7,34.44,6.61
3.8,34.7,6.06
3.9,34.61,5.57
4.0,34.21,5.09
4.1,33.45,4.73
4.2,33.17,4.25
4.3,33.03,3.88
4.4,32.46,3.71
4.5,32.23,3.5
4.6,32.23,3.36
4.7,32.61,3.17
4.8,32.48,3.17
4.9,32.26,3.12
5.0,32.24,2.99
5.1,32.15,3.0
5.2,32.02,2.96
5.3,31.74,2.93
5.4,31.56,2.9
5.5,31.19,2.96
5.6,31.02,3.05
5.7,31.0,3.02
5.8,31.0,2.95
5.9,31.06,2.93
6.0,31.21,2.93
6.1,31.46,2.89
6.2,31.57,2.84
6.3,31.56,2.8
6.4,31.53,2.75
6.5,31.53,2.72
6.6,31.44,2.72
6.7,31.42,2.74
6.8,31.45,2.69
6.9,31.46,2.71
7.0,31.28,2.86
7.1,31.24,2.85
7.2,31.83,2.69
7.3,31.97,2.56
7.4,32.1,2.52
7.5,32.25,2.43
7.6,32.7,2.43
7.7,33.06,2.49
7.8,32.76,2.73
7.9,32.82,2.88
8.0,32.96,2.97
8.1,33.1,3.08
8.2,33.05,3.06
8.3,32.92,3.07
8.4,32.79,3.17
8.5,32.63,3.24
8.6,32.42,3.35
8.7,32.25,3.41
8.8,32.23,3.46
8.9,32.27,3.43
9.0,32.27,3.35
9.1,32.35,3.35
9.2,32.42,3.3
9.3,32.34,3.31
9.4,32.28,3.35
9.5,32.24,3.43
9.6,32.34,3.41
9.7,32.26,3.41
9.8,32.23,3.47
9.9,32.24,3.5
10.0,32.24,3.5
10.1,32.17,3.5
10.2,32.08,3.55
10.3,32.13,3.56
10.4,32.13,3.56
10.5,32.19,3.53
10.6,32.18,3.5
10.7,32.09,3.46
10.8,32.02,3.34
10.9,31.95,3.17
11.0,31.72,2.95
11.1,31.46,2.73
11.2,30.97,2.57
11.3,30.53,2.38
11.4,29.86,2.24
11.5,29.25,2.1
11.6,28.87,2.0
11.7,28.44,1.93
11.8,28.28,1.76
11.9,28.17,1.67
12.0,28.27,1.61
12.1,28.26,1.58
12.2,28.14,1.57
12.3,28.01,1.56
12.4,27.84,1.6
12.5,27.7,1.61
12.6,27.65,1.6
12.7,27.58,1.61
12.8,27.59,1.66
12.9,27.66,1.7
13.0,27.85,1.72
13.1,28.02,1.72
13.2,28.03,1.75
13.3,28.12,1.74
13.4,28.14,1.72
13.5,28.14,1.72
13.6,28.13,1.7
13.7,28.23,1.76
13.8,28.2,1.73
13.9,28.18,1.75
14.0,28.26,1.74
14.1,28.29,1.73
14.2,28.29,1.71
14.3,28.14,1.66
14.4,28.21,1.71
14.5,28.2,1.68
14.6,28.15,1.69
14.7,28.18,1.71
14.8,28.16,1.74
14.9,28.19,1.74
15.0,28.18,1.73
15.1,28.15,1.72
15.2,28.21,1.73
15.3,28.31,1.75
15.4,28.33,1.73
15.5,28.32,1.76
15.6,28.36,1.78
15.7,28.44,1.81
15.8,28.49,1.83
15.9,28.49,1.82
16.0,28.53,1.82
16.1,28.59,1.82
16.2,28.44,1.75
16.3,28.46,1.75
16.4,28.46,1.71
16.5,28.46,1.72
16.6,28.55,1.76
16.7,28.69,1.76
16.8,28.95,1.83
16.9,28.97,1.84
17.0,29.01,1.85
17.1,29.06,1.82
17.2,29.06,1.77
17.3,29.01,1.75
17.4,29.05,1.72
17.5,29.13,1.73
17.6,29.23,1.76
17.7,29.31,1.82
17.8,29.42,1.86
17.9,29.35,1.94
18.0,29.07,2.03
18.1,28.73,2.07
18.2,28.85,2.07
18.3,29.08,2.06
18.4,29.35,2.08
18.5,29.82,2.09
18.6,30.56,2.11
18.7,31.54,2.17
18.8,31.35,2.49
18.9,31.9,2.76
19.0,32.48,3.05
19.1,33.04,3.39
19.2,33.6,3.63
19.3,33.98,3.71
19.4,35.05,3.63
19.5,35.19,3.59
19.6,35.36,3.49
19.7,35.43,3.34
19.8,35.34,3.18
19.9,35.11,3.1
20.0,34.64,2.95
20.1,34.35,2.76
20.2,33.98,2.65
20.3,33.7,2.58
20.4,33.43,2.68
20.5,33.32,2.9
20.6,33.33,3.13
20.7,33.23,3.43
20.8,33.29,3.77
20.9,33.38,4.08
21.0,33.17,4.25
21.1,32.93,4.34
21.2,32.94,4.47
21.3,32.82,4.5
21.4,32.69,4.5
21.5,32.46,4.42
21.6,32.57,4.45
21.7,32.86,4.51
21.8,32.84,4.47
21.9,32.94,4.51
22.0,32.87,4.51
22.1,32.77,4.55
22.2,32.64,4.53
22.3,32.45,4.5
22.4,32.54,4.56
22.5,32.69,4.55
22.6,33.02,4.67
22.7,33.05,4.7
22.8,33.1,4.69
22.9,33.21,4.77
23.0,33.12,4.89
23.1,32.92,5.08
23.2,32.6,5.17
23.3,32.61,5.31
23.4,32.78,5.41
23.5,32.72,5.48
23.6,32.44,5.46
23.7,32.41,5.34
23.8,32.44,5.14
23.9,32.17,4.95
24.0,31.63,4.92
24.1,31.1,4.75
24.2,30.68,4.65
24.3,29.97,4.59
24.4,29.12,4.64
24.5,28.51,4.71
24.6,28.19,4.54
24.7,27.56,4.47
24.8,27.22,4.26
24.9,26.94,4.12
25.0,26.62,3.84
25.1,26.28,3.53
25.2,25.54,3.44
25.3,25.25,3.14
25.4,24.65,2.9
25.5,23.87,2.55
25.6,22.91,2.2
25.7,22.06,1.96
25.8,21.35,1.7
25.9,20.53,1.58
26.0,19.85,1.48
26.1,19.36,1.43
26.2,19.0,1.44
26.3,18.53,1.39
26.4,18.13,1.33
26.5,17.7,1.31
26.6,17.15,1.3
26.7,16.53,1.31
26.8,15.86,1.32
26.9,15.11,1.29
27.0,14.33,1.21
27.1,13.49,1.15
27.2,12.66,1.08
27.3,11.84,1.1
27.4,11.06,1.14
27.5,10.39,1.29
27.6,9.66,1.61
27.7,8.92,1.93
27.8,8.19,2.28
27.9,7.43,2.65
28.0,6.52,3.07
28.1,5.67,3.46
28.2,5.01,3.59
28.3,4.4,3.8
28.4,3.79,4.16
28.5,3.37,4.39
28.6,3.32,4.48
28.7,3.23,4.66
28.8,2.98,5.01
28.9,2.76,5.17
29.0,2.62,5.09
29.1,2.49,5.06
29.2,2.41,4.99
29.3,2.39,4.78
29.4,2.37,4.6
29.5,2.62,4.71
29.6,2.9,4.87
29.7,3.24,4.9
29.8,3.65,4.95
29.9,4.17,5.06
30.0,5.0,5.06
30.1,5.52,4.94
30.2,6.26,4.84
30.3,7.28,4.94
30.4,8.36,4.92
30.5,9.48,4.82
30.6,10.52,4.99
30.7,11.71,5.1
30.8,12.85,5.22
30.9,13.45,5.34
31.0,13.57,5.66
31.1,13.6,5.96
31.2,13.53,6.02
31.3,13.49,6.01
31.4,13.27,5.92
31.5,13.15,5.83
31.6,13.24,5.69
31.7,13.25,5.61
31.8,13.34,5.59
31.9,13.41,6.01
32.0,13.64,6.15
32.1,13.75,6.23
32.2,13.6,6.37
32.3,13.54,6.56
32.4,13.4,6.67
32.5,13.14,6.37
32.6,12.82,6.26
32.7,12.37,5.99
32.8,12.2,5.72
32.9,12.37,5.37
33.0,12.79,4.91
33.1,13.48,4.39
33.2,14.16,3.98
33.3,15.25,3.69
33.4,16.11,3.32
33.5,16.87,2.91
33.6,17.51,2.62
33.7,17.85,2.31
33.8,18.39,2.09
33.9,18.91,1.91
34.0,19.64,1.74
34.1,20.28,1.79
34.2,20.97,1.88
34.3,21.87,2.1
34.4,22.61,2.39
34.5,23.34,2.78
34.6,24.04,3.26
34.7,24.75,3.53
34.8,25.09,3.71
34.9,25.47,4.01
35.0,25.83,4.14
35.1,26.21,4.21
35.2,26.62,4.15
35.3,26.91,4.08
35.4,27.48,4.02
35.5,27.94,3.82
35.6,28.37,3.52
35.7,29.0,3.21
35.8,29.38,2.95
35.9,29.63,2.69
36.0,29.63,2.5
36.1,29.79,2.26
36.2,29.84,2.22
36.3,29.6,2.32
36.4,29.42,2.57
36.5,29.27,2.94
36.6,29.39,3.46
36.7,29.46,4.04
36.8,29.51,4.5
36.9,29.4,4.79
37.0,29.45,4.9
37.1,29.51,4.97
37.2,29.57,4.95
37.3,29.3,4.94
37.4,29.2,4.95
37.5,29.35,5.06
37.6,29.4,5.24
37.7,29.57,5.51
37.8,29.79,5.81
37.9,30.3,6.14
38.0,30.8,6.61
38.1,31.16,7.24
38.2,31.6,8.04
38.3,32.06,8.85
38.4,32.65,9.85
38.5,32.74,10.89
38.6,32.75,11.99
38.7,32.82,13.05
38.8,32.77,14.08
38.9,32.69,15.19
39.0,32.41,16.22
39.1,32.4,17.2
39.2,32.43,18.12
39.3,32.41,18.9
39.4,32.28,19.57
39.5,32.37,20.05
39.6,32.28,20.45
39.7,32.38,20.71
39.8,32.27,21.07
39.9,32.31,21.51
40.0,32.64,21.92
40.1,32.98,22.4
40.2,33.35,22.78
40.3,33.67,23.41
40.4,34.03,23.88
40.5,34.13,24.09
40.6,34.39,24.42
40.7,34.46,24.62
40.8,34.79,24.89
40.9,35.07,24.98
41.0,35.48,24.95
41.1,36.08,25.1
