0.0,18.95,17.3
0.1,18.6,17.61
0.2,18.11,18.04
0.3,17.83,18.36
0.4,17.79,18.51
0.5,17.66,18.7
0.6,17.44,18.98
0.7,17.84,19.37
0.8,17.96,19.39
0.9,18.04,19.5
1.0,18.04,19.56
1.1,18.15,19.68
1.2,18.24,19.6
1.3,17.77,19.31
1.4,17.78,19.26
1.5,17.59,19.15
1.6,17.61,19.1
1.7,17.5,19.06
1.8,17.54,19.12
1.9,17.61,19.15
2.0,17.59,19.23
2.1,17.61,19.3
2.2,17.51,19.34
2.3,17.46,19.29
2.4,17.38,19.13
2.5,17.12,19.01
2.6,17.01,18.86
2.7,16.87,18.79
2.8,16.86,18.68
2.9,16.82,18.59
3.0,16.74,18.65
3.1,16.71,18.8
3.2,16.04,19.22
3.3,16.09,19.45
3.4,16.09,19.86
3.5,15.78,20.51
3.6,15.28,21.16
3.7,15.3,21.67
3.8,15.81,22.1
3.9,15.81,22.7
4.0,15.94,23.11
4.1,16.46,23.35
4.2,17.32,23.5
4.3,17.66,23.76
4.4,17.99,23.84
4.5,18.28,23.84
4.6,18.56,23.95
4.7,18.49,24.1
4.8,18.59,24.16
4.9,18.8,24.21
5.0,19.13,24.2
5.1,19.57,24.22
5.2,19.71,24.19
5.3,20.07,24.04
5.4,20.16,23.95
5.5,20.22,23.87
5.6,20.12,23.84
5.7,19.82,23.87
5.8,19.68,23.95
5.9,19.58,24.03
6.0,19.49,24.15
6.1,19.47,24.23
6.2,19.5,24.28
6.3,19.53,24.26
6.4,19.55,24.24
6.5,19.57,24.14
6.6,19.72,24.01
6.7,19.97,23.9
6.8,20.03,23.85
6.9,19.97,23.95
7.0,19.78,23.9
7.1,19.69,23.92
7.2,19.38,23.99
7.3,18.79,23.96
7.4,18.51,23.97
7.5,18.54,23.8
7.6,18.87,23.13
7.7,18.83,23.07
7.8,18.93,23.02
7.9,19.22,23.02
8.0,19.42,22.93
8.1,19.45,22.84
8.2,19.37,23.37
8.3,19.51,23.33
8.4,19.58,23.2
8.5,19.59,23.18
8.6,19.49,23.24
8.7,19.22,23.41
8.8,19.14,23.48
8.9,19.12,23.46
9.0,19.05,23.53
9.1,19.04,23.54
9.2,19.14,23.43
9.3,19.39,23.27
9.4,19.41,23.21
9.5,19.42,23.27
9.6,19.48,23.28
9.7,19.51,23.26
9.8,19.5,23.04
9.9,19.48,23.07
10.0,19.5,23.11
10.1,19.55,23.19
10.2,19.73,23.33
10.3,19.89,23.45
10.4,20.07,23.9
10.5,20.31,24.19
10.6,20.54,24.45
10.7,20.73,24.64
10.8,20.78,24.83
10.9,20.75,24.96
11.0,20.99,25.09
11.1,21.18,25.12
11.2,21.35,25.17
11.3,21.53,25.23
11.4,21.75,25.26
11.5,22.08,25.33
11.6,22.23,25.31
11.7,22.34,25.33
11.8,22.49,25.36
11.9,22.74,25.42
12.0,23.0,25.45
12.1,23.26,25.45
12.2,23.48,25.46
12.3,23.78,25.43
12.4,24.02,25.36
12.5,24.11,25.21
12.6,24.23,25.15
12.7,24.29,25.17
12.8,24.36,25.14
12.9,24.33,25.1
13.0,24.31,25.09
13.1,24.29,25.16
13.2,24.23,25.13
13.3,24.31,25.14
13.4,24.35,25.15
13.5,24.33,25.13
13.6,24.4,25.07
13.7,24.36,25.04
13.8,24.44,24.99
13.9,24.35,24.93
14.0,24.27,24.94
14.1,24.34,24.96
14.2,24.3,24.94
14.3,24.28,24.97
14.4,24.12,25.05
14.5,24.15,24.98
14.6,24.07,24.96
14.7,24.0,24.96
14.8,23.88,25.05
14.9,23.59,25.2
15.0,23.64,25.21
15.1,23.59,25.33
15.2,23.58,25.37
15.3,23.65,25.38
15.4,23.75,25.39
15.5,24.15,25.21
15.6,24.17,25.21
15.7,24.26,25.25
15.8,24.12,25.45
15.9,23.98,25.51
16.0,23.99,25.52
16.1,23.92,25.65
16.2,23.9,25.63
16.3,23.78,25.61
16.4,23.98,25.43
16.5,24.02,25.37
16.6,23.92,25.39
16.7,23.92,25.24
16.8,23.96,25.19
16.9,24.06,25.13
17.0,24.07,25.14
17.1,24.1,25.15
17.2,24.34,24.99
17.3,24.59,24.83
17.4,25.09,24.78
17.5,25.47,24.49
17.6,26.04,24.1
17.7,26.48,23.74
17.8,26.81,23.48
17.9,27.17,23.21
18.0,27.17,22.97
18.1,27.1,22.91
18.2,26.76,22.96
18.3,26.46,22.94
18.4,25.97,23.13
18.5,25.17,23.44
18.6,24.3,23.71
18.7,23.45,24.01
18.8,22.52,24.23
18.9,21.55,24.51
19.0,20.64,24.48
19.1,19.57,24.56
19.2,18.88,24.44
19.3,18.25,24.21
19.4,17.71,24.11
19.5,17.35,23.95
19.6,17.07,23.78
19.7,17.09,23.43
19.8,16.66,23.29
19.9,16.48,23.09
