0.0,33.61,10.03
0.1,34.07,9.77
0.2,34.39,9.45
0.3,34.67,9.12
0.4,34.97,8.82
0.5,35.27,8.36
0.6,35.3,8.01
0.7,34.95,7.67
0.8,34.84,7.45
0.9,34.78,7.24
1.0,34.48,6.99
1.1,34.16,6.98
1.2,34.05,6.9
1.3,34.1,6.91
1.4,34.05,6.86
1.5,33.93,6.84
1.6,33.97,6.9
1.7,34.0,6.93
1.8,34.21,7.06
1.9,34.36,7.18
2.0,34.36,7.19
2.1,34.42,7.16
2.2,34.57,7.21
2.3,34.52,7.23
2.4,34.55,7.37
2.5,34.7,7.45
2.6,35.18,7.66
2.7,35.55,7.89
2.8,35.96,8.02
2.9,36.48,8.18
3.0,36.79,8.11
3.1,36.94,8.11
3.2,36.99,8.02
3.3,37.11,7.82
3.4,37.04,7.58
3.5,37.02,7.22
3.6,37.0,6.78
3.7,36.96,6.26
3.8,36.86,5.74
3.9,36.59,5.2
4.0,36.43,4.67
4.1,36.11,4.21
4.2,35.74,3.79
4.3,35.47,3.44
4.4,35.17,3.22
4.5,35.05,3.1
4.6,34.93,3.08
4.7,34.7,3.03
4.8,34.7,2.98
4.9,34.48,2.93
5.0,34.37,2.86
5.1,34.14,2.83
5.2,33.8,2.75
5.3,33.62,2.8
5.4,33.36,2.88
5.5,33.31,2.95
5.6,33.2,2.99
5.7,33.27,2.96
5.8,33.41,2.89
5.9,33.59,2.77
6.0,33.68,2.72
6.1,33.77,2.59
6.2,33.86,2.52
6.3,33.89,2.46
6.4,33.92,2.54
6.5,33.92,2.56
6.6,33.9,2.59
6.7,33.83,2.72
6.8,33.64,2.92
6.9,33.55,3.08
7.0,33.52,3.24
7.1,33.4,3.49
7.2,33.42,3.65
7.3,33.56,3.78
7.4,33.81,3.8
7.5,33.89,3.83
7.6,33.86,3.77
7.7,34.02,3.7
7.8,34.14,3.65
7.9,34.08,3.62
8.0,34.1,3.54
8.1,34.08,3.51
8.2,34.12,3.54
8.3,34.15,3.52
8.4,34.13,3.47
8.5,34.39,3.37
8.6,34.29,3.37
8.7,34.36,3.38
8.8,34.33,3.34
8.9,34.26,3.36
9.0,34.2,3.37
9.1,33.97,3.46
9.2,33.95,3.5
9.3,33.9,3.49
9.4,33.9,3.51
9.5,33.96,3.53
9.6,33.97,3.55
9.7,33.94,3.56
9.8,34.0,3.59
9.9,34.08,3.6
10.0,34.13,3.55
10.1,34.02,3.46
10.2,33.9,3.37
10.3,33.81,3.11
10.4,33.59,2.84
10.5,33.23,2.61
10.6,32.91,2.44
10.7,32.53,2.19
10.8,32.06,1.98
10.9,31.51,1.86
11.0,31.07,1.77
11.1,30.76,1.68
11.2,30.44,1.6
11.3,30.28,1.64
11.4,30.22,1.67
11.5,30.26,1.68
11.6,30.28,1.7
11.7,30.18,1.72
11.8,29.97,1.75
11.9,29.78,1.79
12.0,29.71,1.84
12.1,29.83,1.99
12.2,29.69,2.11
12.3,29.69,2.19
12.4,29.58,2.21
12.5,29.54,2.25
12.6,29.39,2.34
12.7,29.03,2.36
12.8,28.89,2.44
12.9,28.67,2.53
13.0,28.65,2.67
13.1,28.54,2.72
13.2,28.52,2.72
13.3,28.5,2.75
13.4,28.46,2.73
13.5,28.57,2.7
13.6,28.66,2.6
13.7,28.76,2.52
13.8,28.82,2.46
13.9,28.93,2.39
14.0,29.05,2.35
14.1,29.11,2.35
14.2,29.11,2.37
14.3,29.16,2.38
14.4,29.22,2.36
14.5,29.18,2.35
14.6,29.21,2.3
14.7,29.16,2.19
14.8,29.17,2.18
14.9,29.15,2.25
15.0,29.08,2.31
15.1,29.1,2.37
15.2,29.04,2.44
15.3,28.92,2.58
15.4,28.84,2.64
15.5,28.78,2.64
15.6,28.67,2.65
15.7,28.58,2.65
15.8,28.49,2.61
